Назва,LATITUDE,LONGITUDE,Дата,place_name,place_type,координати,civilian objects,посилання,Область,"артилерія, міномети, танки",авіа,ракетний,кількість ракет,дрони-камікадзе ,type of projectile,adress,type of projectile
Харків,50.05186,36.35895,03/08/2022,,,точні,,,Харківська,1,,,,,,,
Харків,50.05196,36.36047,03/08/2022,,,точні,,,Харківська,1,,,,,,,
Харків,50.05507,36.35595,03/08/2022,,,точні,,,Харківська,1,,,,,,,
Харків,50.05441,36.3586,03/08/2022,,,точні,,,Харківська,1,,,,,,,
Харків,50.05492,36.35878,03/08/2022,,,точні,,,Харківська,1,,,,,,,
Харків,50.05178,36.35802,03/08/2022,,,точні,,,Харківська,1,,,,,,,
Харків,50.05552,36.36021,03/08/2022,,,точні,,,Харківська,1,,,,,,,
Харків,50.05574,36.3584,03/08/2022,,,точні,,,Харківська,1,,,,,,,
Харків,50.04977,36.33049,03/08/2022,,,точні,,,Харківська,1,,,,,,,
Харків,50.02262,36.34301,03/08/2022,,,точні,,,Харківська,1,,,,,,,
Харків,49.95406,36.38326,03/08/2022,,,точні,,,Харківська,1,,,,,,,
Харків,50.05612,36.36452,03/08/2022,,,точні,,,Харківська,1,,,,,,,
Харків,50.04763,36.34682,03/08/2022,,,точні,,,Харківська,1,,,,,,,
Харків,49.95487,36.38154,03/08/2022,,,точні,,,Харківська,1,,,,,,,
Харків,50.0415,36.36032,03/08/2022,,,точні,,,Харківська,1,,,,,,,
Харків,49.96574,36.39706,03/08/2022,,,точні,,,Харківська,1,,,,,,,
Харків,49.96817,36.39919,03/08/2022,,,точні,,,Харківська,1,,,,,,,
Харків,50.08265,36.37478,03/08/2022,,,точні,,,Харківська,1,,,,,,,
Харків,50.08894,36.39608,03/08/2022,,,точні,,,Харківська,1,,,,,,,
Харків,49.93495,36.27584,03/08/2022,,,точні,,,Харківська,1,,,,,,,
Харків,50.00007,36.31016,03/08/2022,,,точні,,,Харківська,1,,,,,,,
Харків,50.05236,36.29507,03/08/2022,,,точні,,,Харківська,1,,,,,,,
Харків,49.93087,36.28449,03/08/2022,,,точні,,,Харківська,1,,,,,,,
Харків,50.00782,36.3149,03/08/2022,,,точні,,,Харківська,1,,,,,,,
Харків,50.00531,36.30833,03/08/2022,,,точні,,,Харківська,1,,,,,,,
Харків,50.056,36.365,03/08/2022,,,точні,,,Харківська,1,,,,,,,
Харків,50.047,36.36,03/08/2022,,,точні,,,Харківська,1,,,,,,,
Харків,49.909,36.433,03/08/2022,,,точні,,,Харківська,1,,,,,,,
Харків,49.914,36.442,03/08/2022,,,точні,,,Харківська,1,,,,,,,
Харків,50.07082,36.32571,03/08/2022,,,точні,,,Харківська,1,,,,,,,
Харків,50.09276,36.24813,03/08/2022,,,точні,,,Харківська,1,,,,,,,
Харків,50.04606,36.34758,03/08/2022,,,точні,,,Харківська,1,,,,,,,
Харків,50.08206,36.39127,03/08/2022,,,точні,,,Харківська,1,,,,,,,
Харків,50.05426,36.35534,03/08/2022,,,точні,,,Харківська,1,,,,,,,
Харків,50.05342,36.36017,03/08/2022,,,точні,,,Харківська,1,,,,,,,
Харків,50.0974,36.26204,03/08/2022,,,точні,,,Харківська,1,,,,,,,
Харків,50.09825,36.25674,03/09/2022,,,точні,,,Харківська,1,,,,,,,
Ізюм,49.19641,37.27687,03/09/2022,,,точні,,,Харківська,1,,,,,,,
Поліське,51.24085092,29.38754408,03/09/2022,,,неточні,,https://www.pravda.com.ua/news/2022/03/6/7328655/,Київська,1,,,,,,,
Кухарі,50.81403432,29.58366044,03/09/2022,,,неточні,,https://www.pravda.com.ua/news/2022/03/6/7328655/,Київська,1,,,,,,,
Бородянка,50.64499491,29.92236536,03/09/2022,,,неточні,,https://www.pravda.com.ua/news/2022/03/6/7328655/,Київська,1,,,,,,,
Бишів,50.26254027,29.88325308,03/09/2022,,,неточні,,https://www.pravda.com.ua/news/2022/03/6/7328655/,Київська,1,,,,,,,
Гореничі,50.42293688,30.20188794,03/09/2022,,,неточні,,https://www.pravda.com.ua/news/2022/03/6/7328655/,Київська,1,,,,,,,
Демидів,50.73281964,30.33487076,03/09/2022,,,неточні,,https://www.pravda.com.ua/news/2022/03/6/7328655/,Київська,1,,,,,,,
Ізюм,49.1207,37.29748,03/09/2022,,,точні,,,Харківська,1,,,,,,,
Ізюм,49.12605,37.29834,03/09/2022,,,точні,,,Харківська,1,,,,,,,
Ізюм,49.15499,37.24893,03/09/2022,,,точні,,,Харківська,1,,,,,,,
Ізюм,49.15427,37.24331,03/09/2022,,,точні,,,Харківська,1,,,,,,,
Ізюм,49.19913,37.26035,03/09/2022,,,точні,,,Харківська,1,,,,,,,
Ізюм,49.12,37.29,03/09/2022,,,точні,,,Харківська,1,,,,,,,
Ізюм,49.12311,37.29487,03/09/2022,,,точні,,,Харківська,1,,,,,,,
Ізюм,49.12428,37.29902,03/09/2022,,,точні,,,Харківська,1,,,,,,,
Ізюм,49.21423,37.28425,03/09/2022,,,точні,,,Харківська,1,,,,,,,
Ізюм,49.15549,37.23133,03/09/2022,,,точні,,,Харківська,1,,,,,,,
Ізюм,49.15917,37.22955,03/09/2022,,,точні,,,Харківська,1,,,,,,,
Ізюм,49.15831,37.23006,03/09/2022,,,точні,,,Харківська,1,,,,,,,
Ізюм,49.22721,37.25715,03/09/2022,,,точні,,,Харківська,1,,,,,,,
Ізюм,49.13334,37.29989,03/09/2022,,,точні,,,Харківська,1,,,,,,,
Ізюм,49.161,37.25372,03/09/2022,,,точні,,,Харківська,1,,,,,,,
Ізюм,49.16463,37.24758,03/09/2022,,,точні,,,Харківська,1,,,,,,,
Ізюм,49.1239,37.29374,03/09/2022,,,точні,,,Харківська,1,,,,,,,
Ізюм,49.12404,37.29192,03/09/2022,,,точні,,,Харківська,1,,,,,,,
Лозова,48.88756383,36.30072679,03/09/2022,,,точні,,,Харківська,,,1,,,,,
Ізюм,49.15816,37.25745,03/09/2022,,,точні,,,Харківська,1,,,,,,,
Ізюм,49.16173,37.25654,03/09/2022,,,точні,,,Харківська,1,,,,,,,
Ізюм,49.17019,37.25793,03/09/2022,,,точні,,,Харківська,1,,,,,,,
Ізюм,49.17431,37.28809,03/09/2022,,,точні,,,Харківська,1,,,,,,,
Ізюм,49.17794,37.28911,03/09/2022,,,точні,,,Харківська,1,,,,,,,
Ізюм,49.17706,37.28103,03/09/2022,,,точні,,,Харківська,1,,,,,,,
Ізюм,49.122,37.3,03/09/2022,,,точні,,,Харківська,1,,,,,,,
Ізюм,49.11398,37.28608,03/09/2022,,,точні,,,Харківська,1,,,,,,,
Ізюм,49.10998,37.28304,03/09/2022,,,точні,,,Харківська,1,,,,,,,
Ізюм,49.24556,37.27046,03/09/2022,,,точні,,,Харківська,1,,,,,,,
Ізюм,49.18323,37.25992,03/09/2022,,,точні,,,Харківська,1,,,,,,,
Ізюм,49.12866,37.23414,03/09/2022,,,точні,,,Харківська,1,,,,,,,
Ізюм,49.23947,37.27083,03/09/2022,,,точні,,,Харківська,1,,,,,,,
Ізюм,49.23745,37.27062,03/09/2022,,,точні,,,Харківська,1,,,,,,,
Ізюм,49.23383,37.27539,03/09/2022,,,точні,,,Харківська,1,,,,,,,
Ізюм,49.237,37.263,03/09/2022,,,точні,,,Харківська,1,,,,,,,
Ізюм,49.232,37.265,03/09/2022,,,точні,,,Харківська,1,,,,,,,
Ізюм,49.149,37.237,03/09/2022,,,точні,,,Харківська,1,,,,,,,
Хмельницький,49.4106425,26.9252191,03/09/2022,,,точні,,https://www.pravda.com.ua/news/2022/03/30/7335709/,Хмельницька,,,1,,,,,
Харків,50.01208,36.36337,03/09/2022,Житлові будинки,,точні,1,https://www.pravda.com.ua/news/2022/04/1/7336283/,Харківська,1,,,,,,,
Харків,50.00914,36.319,03/09/2022,Житлові будинки,,точні,1,https://www.pravda.com.ua/news/2022/04/1/7336283/,Харківська,1,,,,,,,
Харків,50.04377,36.35339,03/09/2022,Житлові будинки,,точні,1,https://www.pravda.com.ua/news/2022/04/1/7336283/,Харківська,1,,,,,,,
Харків,50.06307,36.29279,03/10/2022,Житлові будинки,,точні,1,https://www.pravda.com.ua/news/2022/04/1/7336283/,Харківська,1,,,,,,,
Харків,50.06747,36.35623,03/10/2022,Житлові будинки,,точні,1,https://www.pravda.com.ua/news/2022/04/1/7336283/,Харківська,1,,,,,,,
Харків,50.0642,36.35506,03/10/2022,Житлові будинки,,точні,1,https://www.pravda.com.ua/news/2022/04/1/7336283/,Харківська,1,,,,,,,
Кутузівка,50.041,36.46486,03/10/2022,Житлові будинки,,точні,1,https://www.pravda.com.ua/news/2022/04/1/7336283/,Харківська,1,,,,,,,
Олександрівка,50.06164,36.48764,03/10/2022,Житлові будинки,,точні,1,https://www.pravda.com.ua/news/2022/04/1/7336283/,Харківська,1,,,,,,,
П'ятихатки,50.08797272,36.24166491,03/10/2022,Житлові будинки,,неточні,1,https://www.pravda.com.ua/news/2022/04/1/7336283/,Харківська,1,,,,,,,
Олексіївка,49.4025,36.24441,03/10/2022,Житлові будинки,,точні,1,https://www.pravda.com.ua/news/2022/04/1/7336283/,Харківська,1,,,,,,,
Харків,49.94551545,36.37851536,03/10/2022,Житлові будинки,,неточні,1,https://www.pravda.com.ua/news/2022/04/1/7336283/,Харківська,1,,,,,,р-н ХТЗ,
Харків,49.98315421,36.18094321,03/10/2022,Житлові будинки,,неточні,1,https://www.pravda.com.ua/news/2022/04/1/7336283/,Харківська,1,,,,,,р-н Холодна Гора,
Харків,49.98776879,36.38559072,03/10/2022,Житлові будинки,,неточні,1,https://www.pravda.com.ua/news/2022/04/1/7336283/,Харківська,1,,,,,,р-н Куліничі,
Дергачі,50.1428,36.09219,03/10/2022,Житлові будинки,,точні,1,https://www.pravda.com.ua/news/2022/04/1/7336283/,Харківська,1,,,,,,,
Дергачі,50.13741,36.09157,03/10/2022,Житлові будинки,,точні,1,https://www.pravda.com.ua/news/2022/04/1/7336283/,Харківська,1,,,,,,,
Бучанський р-н,50.54403634,30.21648117,03/10/2022,Житлові будинки,,неточні,1,https://www.pravda.com.ua/news/2022/04/1/7336193/,Київська,,1,,,,,Бучанський р-н,
Одещина,46.60763202,30.43991013,03/10/2022,Житлові будинки,,неточні,1,https://www.pravda.com.ua/news/2022/04/1/7336421/,Одеська,,,1,,,,Одещина,
Авдіївка,48.18397,37.69626,03/10/2022,Житлові будинки,,точні,1,https://www.pravda.com.ua/news/2022/04/1/7336431/,Донецька,1,,,,,,,
Авдіївка,48.18756,37.69535,03/10/2022,Житлові будинки,,неточні,1,https://www.pravda.com.ua/news/2022/04/1/7336431/,Донецька,1,,,,,,,
Мар'їнка,47.94563132,37.50083854,03/10/2022,Житлові будинки,,неточні,1,https://www.pravda.com.ua/news/2022/04/1/7336431/,Донецька,1,,,,,,,
Красногорівка,48.01591345,37.49998835,03/10/2022,Житлові будинки,,неточні,1,https://www.pravda.com.ua/news/2022/04/1/7336431/,Донецька,1,,,,,,,
Вугледар,47.77900515,37.24341964,03/10/2022,Житлові будинки,,неточні,1,https://www.pravda.com.ua/news/2022/04/1/7336431/,Донецька,1,,,,,,,
Сєвєродонецьк,48.94953,38.5388,03/10/2022,Житлові будинки,,точні,1,,Луганська,1,,,,,,,
Рубіжне,49.01000223,38.39511616,03/10/2022,Житлові будинки,,неточні,1,,Луганська,1,,,,,,,
Лисичанськ,48.92616065,38.40922476,03/10/2022,Житлові будинки,,неточні,1,,Луганська,1,,,,,,,
Кремінна,49.04836355,38.20600544,03/10/2022,Житлові будинки,,неточні,1,,Луганська,1,,,,,,,
Миколаївський р-н,47.0301174,31.69672729,03/10/2022,,,неточні,,,Миколаївська,,,,,,,Миколаївський р-н,
Посад-Покровське,46.79796,32.26847,03/10/2022,,,точні,,,Херсонська,1,,,,,,,
Тополине,47.53202,33.56276,03/10/2022,,,точні,,,Херсонська,1,,,,,,,
Нововоронцовка,47.47416,33.91494,03/10/2022,,,точні,,,Херсонська,1,,,,,,,
Кременчук,49.17515858,33.45934026,03/10/2022,навтопереробний завод,,точні,1,https://www.epravda.com.ua/news/2022/04/2/685132/,Полтавська,,,1,,,,Кременчуцький нафтопереробний завод,
Дніпро,48.4788495,34.9717193,03/10/2022,,,точні,,https://www.pravda.com.ua/news/2022/04/2/7336466/,Дніпропетровська,,,1,,,,,
Миргород,49.93448939,33.6398628,03/10/2022,авіабаза,,точні,1,https://www.pravda.com.ua/news/2022/04/2/7336640/,Полтавська,,,1,,,,,
Шепетівка,50.16296628,27.09567419,03/10/2022,промисловий об'єкт,,точні,,https://www.pravda.com.ua/news/2022/04/2/7336665/,Хмельницька,,,1,,,,,
Сєвєродонецьк,48.94814,38.53569,03/10/2022,Житлові будинки,,точні,1,https://www.pravda.com.ua/news/2022/04/2/7336655/,Луганська,1,,,,,,,
Рубіжне,48.98101,38.40574,03/10/2022,Житлові будинки,,точні,1,https://www.pravda.com.ua/news/2022/04/2/7336655/,Луганська,1,,,,,,,
Рубіжне,49.01733,38.37758,03/10/2022,Житлові будинки,,точні,1,https://www.pravda.com.ua/news/2022/04/2/7336655/,Луганська,1,,,,,,,
Рубіжне,49.0122,38.38303,03/10/2022,Житлові будинки,,точні,1,https://www.pravda.com.ua/news/2022/04/2/7336655/,Луганська,1,,,,,,,
Рубіжне,49.01549,38.3819,03/12/2022,Житлові будинки,,точні,1,https://www.pravda.com.ua/news/2022/04/2/7336655/,Луганська,1,,,,,,,
Рубіжне,49.01694,38.36768,03/12/2022,Житлові будинки,,точні,1,https://www.pravda.com.ua/news/2022/04/2/7336655/,Луганська,1,,,,,,,
Рубіжне,49.01976,38.35459,03/12/2022,Житлові будинки,,точні,1,https://www.pravda.com.ua/news/2022/04/2/7336655/,Луганська,1,,,,,,,
Рубіжне,49.01987,38.34789,03/12/2022,Житлові будинки,,точні,1,https://www.pravda.com.ua/news/2022/04/2/7336655/,Луганська,1,,,,,,,
Лисичанськ,48.92525835,38.41094137,03/12/2022,Житлові будинки,,неточні,1,https://www.pravda.com.ua/news/2022/04/2/7336655/,Луганська,1,,,,,,,
Тошківка,48.78176,38.54555,03/12/2022,Житлові будинки,,точні,1,https://www.pravda.com.ua/news/2022/04/2/7336655/,Луганська,1,,,,,,,
Тошківка,48.78157,38.5404,03/12/2022,Житлові будинки,,точні,1,https://www.pravda.com.ua/news/2022/04/2/7336655/,Луганська,1,,,,,,,
Балаклія,49.44345623,36.81795285,03/12/2022,лікарня,,точні,1,https://www.pravda.com.ua/news/2022/04/2/7336647/,Харківська,1,,,,,,,
Павлоград,48.51839114,35.92941761,03/12/2022,колія,,неточні,1,https://www.pravda.com.ua/news/2022/04/2/7336620/, Дніпропетровська,,,1,,,,,
Харків,50.01903752,36.24402586,03/12/2022,парк,,точні,1,https://www.pravda.com.ua/news/2022/04/2/7336598/,Харківська,,,1,,,,,
Полтава,49.63071792,34.51294852,03/12/2022,інфраструктурний об’єкт,,неточні,,https://www.pravda.com.ua/news/2022/04/2/7336540/,Полтавська,,,1,,,,,
Дніпро,48.38110068,34.99966414,03/12/2022,інфраструктурний об’єкт,,неточні,,https://www.pravda.com.ua/news/2022/04/2/7336518/, Дніпропетровська,,,1,,,,,
Кривий Ріг,47.83408668,33.3503383,03/12/2022,АЗС,,неточні,1,https://www.pravda.com.ua/news/2022/04/2/7336518/, Дніпропетровська,,,1,,,,"АЗС, Інгулецький район",
Ізюм,49.16608,37.26953,03/12/2022,Житлові будинки,,неточні,1,https://www.pravda.com.ua/news/2022/04/2/7336489/,Харківська,1,,,,,,,
Харків,49.94965425,36.27324537,03/12/2022,Житлові будинки,,неточні,1,https://www.pravda.com.ua/news/2022/04/3/7336933/,Харківська,1,,,,,,Слобідський район,
Миколаїв,46.95973363,32.01306517,03/12/2022,Житлові будинки,,неточні,1,https://www.pravda.com.ua/news/2022/04/3/7336908/,Миколаївська,,,1,,,,,
П'ятихатки,50.08805532,36.24402526,03/12/2022,Житлові будинки,,неточні,1,https://www.pravda.com.ua/news/2022/04/3/7336896/,Харківська,1,,,,,,,
Дергачі,50.0987329,36.11285686,03/12/2022,Житлові будинки,,неточні,1,https://www.pravda.com.ua/news/2022/04/3/7336896/,Харківська,1,,,,,,,
Васильків,50.16514426,30.33872612,03/12/2022,Житлові будинки,,неточні,1,https://www.pravda.com.ua/news/2022/04/3/7336867/,Київська,,,1,,,,,
Рубіжне,49.01405111,38.36747855,03/12/2022,Житлові будинки,,неточні,1,https://www.pravda.com.ua/news/2022/04/3/7336766/,Луганська,1,,,,,,,
Сєвєродонецьк,48.94384293,38.48710513,03/12/2022,Житлові будинки,,неточні,1,https://www.pravda.com.ua/news/2022/04/3/7336766/,Луганська,1,,,,,,,
Лисичанськ,48.91004347,38.4360699,03/12/2022,Житлові будинки,,неточні,1,https://www.pravda.com.ua/news/2022/04/3/7336766/,Луганська,1,,,,,,,
Чернігів,51.52690733,31.27304604,03/12/2022,лікарня,,точні,1,https://docs.google.com/document/d/1womr-eidsk07-UMppw7sBAtAyLFa_Sjd/edit?usp=sharing&ouid=113004879931004140031&rtpof=true&sd=true,Чернігівська,1,,,,,,Чернігівський обласний центр сучасної онкології,
Нью Йорк,48.33140279,37.84223355,03/12/2022,Житлові будинки,,неточні,1,https://docs.google.com/document/d/1TFZm6fLdI-3FEq7DcldY5_WL3VvT5ujt/edit?usp=sharing&ouid=113004879931004140031&rtpof=true&sd=true,Донецька,1,,,,,,,
Краматорськ,48.74943036,37.59102192,03/12/2022,школа,,точні,1,https://drive.google.com/file/d/1iZslAfWrdqrocuM95fHNwy39AqVmlaQ2/view?usp=sharing,Донецька,1,,,,,,,
Миколаїв,46.95476654,31.9428304,03/12/2022,лікарня,,точні,1,https://www.pravda.com.ua/news/2022/04/4/7337165/,Миколаївська,1,,,,,касетні,,касетні
Миколаїв,46.97291178,31.97482791,03/12/2022,лікарня,,неточні,1,https://www.pravda.com.ua/news/2022/04/4/7337165/,Миколаївська,1,,,,,касетні,,касетні
Миколаїв,46.95578112,31.95636863,03/12/2022,будинок дитини,,точні,1,https://www.pravda.com.ua/news/2022/04/4/7337165/,Миколаївська,1,,,,,касетні,,касетні
Авдіївка,48.14273575,37.7390307,03/12/2022,Житлові будинки,,неточні,1,https://www.pravda.com.ua/news/2022/04/4/7337181/,Донецька,1,,,,,,,
Георгіївка,47.96276948,37.43892845,03/12/2022,Житлові будинки,,неточні,1,https://www.pravda.com.ua/news/2022/04/4/7337181/,Донецька,1,,,,,,,
Новоселівка,48.27283605,37.848588,03/12/2022,Житлові будинки,,неточні,1,https://www.pravda.com.ua/news/2022/04/4/7337181/,Донецька,1,,,,,,,
Воздвиженка,48.30331922,37.51686672,03/12/2022,Житлові будинки,,неточні,1,https://www.pravda.com.ua/news/2022/04/4/7337181/,Донецька,1,,,,,,,
Миколаїв,46.96781363,31.97264035,03/12/2022,зупинка громадського транспорту,,точні,1,https://www.pravda.com.ua/news/2022/04/4/7337107/,Миколаївська,1,,1,,,,,
Костянтинівка,47.08720537,31.93459889,03/12/2022,виробнича база,,точні,1,https://www.pravda.com.ua/news/2022/04/4/7337077/,Миколаївська,,,1,,,,"ТОВ ""Баловнянська виробнича база""",
Одеса,46.50589,30.70396,03/12/2022,нафтобаза,,точні,1,https://www.pravda.com.ua/news/2022/04/4/7337070/,Одеська,,,1,,,,,
Рубіжне,49.0264891,38.35710842,03/12/2022,церква,,точні,1,https://www.pravda.com.ua/news/2022/04/4/7337036/,Луганська,1,,,,,,,
П'ятихатки,50.08731187,36.24127868,03/12/2022,Житлові будинки,,неточні,1,https://www.pravda.com.ua/news/2022/04/4/7337020/,Харківська,1,,,,,,,
Олексіївка,50.04710205,36.19671107,03/12/2022,Житлові будинки,,неточні,1,https://www.pravda.com.ua/news/2022/04/4/7337020/,Харківська,1,,,,,,,
Харків,50.03269177,36.36285789,03/12/2022,Житлові будинки,,неточні,1,https://www.pravda.com.ua/news/2022/04/4/7337020/,Харківська,1,,,,,,р-н Салтівка,
Дергачі,50.11954012,36.08710768,03/12/2022,Житлові будинки,,неточні,1,https://www.pravda.com.ua/news/2022/04/4/7337020/,Харківська,1,,,,,,,
Тернопіль,49.5506176,25.63582068,03/12/2022,нафтобаза,,неточні,1,https://www.pravda.com.ua/news/2022/04/4/7337000/,Тернопільська,,,1,,,,,
Авдіївка,48.16686,37.7036,03/12/2022,Житлові будинки,,точні,1,https://www.pravda.com.ua/news/2022/04/4/7336987/,Донецька,1,,,,,,,
Авдіївка,48.17229,37.70012,03/12/2022,Житлові будинки,,точні,1,https://www.pravda.com.ua/news/2022/04/4/7336987/,Донецька,1,,,,,,,
Красногорівка,48.01820996,37.49449519,03/12/2022,Житлові будинки,,неточні,1,https://www.pravda.com.ua/news/2022/04/4/7336987/,Донецька,1,,,,,,,
Вугледар,47.77739015,37.24178886,03/12/2022,Житлові будинки,,неточні,1,https://www.pravda.com.ua/news/2022/04/4/7336987/,Донецька,1,,,,,,,
Світлодарськ,48.43410024,38.22281688,03/12/2022,Житлові будинки,,неточні,1,https://www.pravda.com.ua/news/2022/04/4/7336987/,Донецька,1,,,,,,,
Новодружеськ,48.96411098,38.34301599,03/12/2022,Житлові будинки,,неточні,1,https://www.pravda.com.ua/news/2022/04/4/7336987/,Луганська,1,,,,,,,
Херсонська обл.,46.13762,32.97012,03/12/2022,,,точні,,https://www.pravda.com.ua/news/2022/04/4/7336987/,Херсонська,1,,,,,,,
Херсонська обл.,46.12898,33.12738,03/12/2022,,,точні,,https://www.pravda.com.ua/news/2022/04/4/7336987/,Херсонська,1,,,,,,,
Херсонська обл.,46.26047,33.37812,04/01/2023,,,точні,,https://www.pravda.com.ua/news/2022/04/4/7336987/,Херсонська,1,,,,,,,
Одеса,46.5118091,30.6858982,04/01/2023,,,точні,,https://www.pravda.com.ua/news/2022/04/4/7336971/,Одеська,,,1,,,,,
Херсонська обл.,46.48458,32.01752,04/01/2023,,,точні,,https://www.pravda.com.ua/news/2022/04/4/7336987/,Херсонська,1,,,,,,,
Херсонська обл.,46.4887,32.0141,04/01/2023,,,точні,,https://www.pravda.com.ua/news/2022/04/4/7336987/,Херсонська,1,,,,,,,
Херсонська обл.,46.48554,32.01566,04/01/2023,,,точні,,https://www.pravda.com.ua/news/2022/04/4/7336987/,Херсонська,1,,,,,,,
Херсонська обл.,46.87685,32.54351,04/01/2023,,,точні,,https://www.pravda.com.ua/news/2022/04/4/7336987/,Херсонська,1,,,,,,,
Радехов,50.29253087,24.63643844,04/01/2023,,,неточні,,https://www.pravda.com.ua/news/2022/04/5/7337442/,Львівська,,,1,,,,,
Новомосковськ,48.63998354,35.21074971,04/01/2023,,,неточні,,https://www.pravda.com.ua/news/2022/04/5/7337442/,Дніпропетровська,,,1,,,,,
Ізюм,49.20304663,37.26865217,04/01/2023,Житлові будинки,,неточні,1,https://www.pravda.com.ua/news/2022/04/5/7337396/,Харківська,1,,,,,,,
Харків,49.99892312,36.17543987,04/01/2023,Житлові будинки,,неточні,1,https://www.pravda.com.ua/news/2022/04/5/7337294/,Харківська,1,,,,,,р-н Холодна Гора,
Барвінкове,48.90902608,37.00946128,04/01/2023,Житлові будинки,,неточні,1,https://www.pravda.com.ua/news/2022/04/5/7337294/,Харківська,1,,,,,,,
Чугуїв,49.84115395,36.66768493,04/01/2023,Житлові будинки,,неточні,1,https://www.pravda.com.ua/news/2022/04/5/7337294/,Харківська,1,,,,,,,
Синельниківський район,48.36568657,35.51596847,04/01/2023,Житлові будинки,,неточні,1,https://www.pravda.com.ua/news/2022/04/5/7337259/,Дніпропетровська,,,,,,,Синельниківський район,
Рубіжне,49.00088101,38.39803441,04/01/2023,Житлові будинки,,неточні,1,https://www.pravda.com.ua/news/2022/04/5/7337259/,Луганська,1,,,,,,,
Попасна,48.63370118,38.36246163,04/01/2023,Житлові будинки,,неточні,1,https://www.pravda.com.ua/news/2022/04/5/7337259/,Луганська,1,,,,,,,
Авдіївка,48.13781005,37.76718317,04/01/2023,Житлові будинки,,неточні,1,https://www.pravda.com.ua/news/2022/04/5/7337259/,Донецька,1,,,,,,,
Нью-Йорк,48.3235397,37.8236174,04/01/2023,Житлові будинки,,неточні,1,https://www.pravda.com.ua/news/2022/04/5/7337259/,Донецька,1,,,,,,,
Мар'їнка,47.94522888,37.51894881,04/01/2023,Житлові будинки,,неточні,1,https://www.pravda.com.ua/news/2022/04/5/7337259/,Донецька,1,,,,,,,
Лозова,48.90183046,36.26352039,04/01/2023,Житлові будинки,,неточні,1,https://www.pravda.com.ua/news/2022/04/6/7337709/,Харківська,,,1,,,,,
Сєвєродонецьк,48.94368535,38.48370129,04/01/2023,Житлові будинки,,неточні,1,https://www.pravda.com.ua/news/2022/04/6/7337611/,Луганська,1,,,,,,,
Балаклія,49.41299,36.81521,04/01/2023,Житлові будинки,,неточні,1,https://www.pravda.com.ua/news/2022/04/6/7337693/,Харківська,1,,,,,,,
Новоолексіївка,46.22659981,34.64113591,04/01/2023,Житлові будинки,,неточні,1,https://www.pravda.com.ua/news/2022/04/6/7337687/,Харківська,1,,,,,,,
Вугледар,47.78021636,37.24766826,04/01/2023,Житлові будинки,,неточні,1,https://www.pravda.com.ua/news/2022/04/6/7337678/,Донецька,1,,,,,,,
Лисичанськ,48.87112014,38.4298322,04/01/2023,завод,,неточні,1,https://www.pravda.com.ua/news/2022/04/6/7337611/,Луганська,1,,,,,,,
Рубіжне,48.99955,38.38633,04/01/2023,Житлові будинки,,неточні,1,https://www.pravda.com.ua/news/2022/04/6/7337611/,Луганська,1,,,,,,,
Кремінна,49.03441028,38.19982561,04/01/2023,Житлові будинки,,неточні,1,https://www.pravda.com.ua/news/2022/04/6/7337568/,Луганська,1,,,,,,,
Попасна,48.63467,38.38064,04/01/2023,Житлові будинки,,неточні,1,https://www.pravda.com.ua/news/2022/04/6/7337568/,Луганська,1,,,,,,,
Попасна,48.64007,38.37111,04/01/2023,Житлові будинки,,неточні,1,https://www.pravda.com.ua/news/2022/04/6/7337568/,Луганська,1,,,,,,,
Попасна,48.64444,38.36701,04/01/2023,Житлові будинки,,неточні,1,https://www.pravda.com.ua/news/2022/04/6/7337568/,Луганська,1,,,,,,,
Попасна,48.6393,38.39445,04/01/2023,Житлові будинки,,неточні,1,https://www.pravda.com.ua/news/2022/04/6/7337568/,Луганська,1,,,,,,,
Гірське,48.72913531,38.49207988,04/01/2023,Житлові будинки,,неточні,1,https://www.pravda.com.ua/news/2022/04/6/7337568/,Луганська,1,,,,,,,
Золоте,48.70950872,38.47620951,04/01/2023,Житлові будинки,,неточні,1,https://www.pravda.com.ua/news/2022/04/6/7337568/,Луганська,1,,,,,,,
Новодружеськ,48.96298395,38.34164269,04/01/2023,Житлові будинки,,неточні,1,https://www.pravda.com.ua/news/2022/04/6/7337568/,Луганська,1,,,,,,,
Харків,50.053,36.292,04/01/2023,Житлові будинки,,неточні,1,https://www.pravda.com.ua/news/2022/04/6/7337538/,Харківська,1,1,,,,,,
Новомосковськ,48.64796,35.22985,04/01/2023,завод,,точні,1,https://www.pravda.com.ua/news/2022/04/6/7337533/,Дніпропетровська,,,1,,,,,
Козятин,49.72410184,28.80866714,04/01/2023,інфраструктура,,точні,,https://www.pravda.com.ua/news/2022/04/6/7337507/,Вінницька,,,1,,,,,
Радехов,50.27843632,24.6257096,04/01/2023,,,точні,,https://www.pravda.com.ua/news/2022/04/6/7337507/,Львівська,,,1,,,,,
Херсонська обл.,46.49594,32.13924,04/01/2023,,,точні,,https://www.pravda.com.ua/news/2022/04/6/7337507/,Херсонська,,,,,,,,
Херсонська обл.,46.74667,32.08403,04/01/2023,,,точні,,https://www.pravda.com.ua/news/2022/04/6/7337507/,Херсонська,,,,,,,,
Херсонська обл.,46.74994,32.08295,04/01/2023,,,точні,,https://www.pravda.com.ua/news/2022/04/6/7337507/,Херсонська,,,,,,,,
